id,title,description,link,image_link,price,categories
4179,"Casada Alphasonic med Braintronics ljudterapi","Ny unik massagestol med integrerat avslappningsprogram
Effektiv återhämtning med Braintronics®
Casada Alphasonic är den perfekta kombinationen av innovation och avkoppling för kropp och själ. Multifunktionell användning samt anmärkningsvärt avancerade massagetekniker och program.

En verkligt holistisk upplevelse. Med stark terapeutisk massage och integrerad Braintronics® ljudterapi tar Alphasonic hela branschen in i framtiden. Fylld med toppmoderna funktioner såsom L-Shape för maximal massageräckvidd, Zero Gravity, justerbara axelmassage, fantastisk akupressur och revolutionerande Braintronics®-teknik. Alphasonic förbättrar både din fysiska och mentala prestation.
Braintronics® BMS - Body &amp; Mind system
Braintronics®-tekniken synkroniserar dina hjärnvågor med hjälp av ljudstimulering. I kombination med specialutvecklade massageprogram kan du snabbt och enkelt koppla av. Studier har visat att effektiviteten av avkoppling med massage i kombination med hjärnstimulering var upp till 80% bättre. Under 20 minuter får du en välbalanserad massage i kombination med Braintronics®-ljudterapi som bidrar till en djup avslappning jämförbart med upp till 4 timmars sömn.

Fördelar med massage med Braintronics®-systemet
 • Muskelavslappning
 • Snabb avkoppling och återhämtning
 • Förbättrad blodcirkulation
 • Ökad koncentration
 • Förebygger stressrelaterade sjukdomar
 • Ökad minnesprestanda

 Casada Alphasonic produktblad

 Braintronics broschyr",http://massagestolhemma.se/handla/casada-alphasonic/?adTribesID=ecca90fc5eab1d159821c2c62cf7933e|adtribes|4179&utm_source=Prisjakt.se&utm_campaign=Prisjakt.se&utm_medium=cpc&utm_term=4179,http://massagestolhemma.se/wp-content/uploads/2017/09/AlphaSonic_Product_Web_02.jpg,49900,Massagefåtöljer
4155,"Alpha Music Sync 3D","Massagefåtölj med 3D-massage och musiksynkronisering
Här får du en helkroppsbehanlding i Zero Gravity samtidigt som massagefåtöljen känner av dina stela muskler. Massagen anpassar sig även efter din ålderskategori och du kan lyssna till din favoritmusik samtidigt som massagefåtöljen anpassar massagen efter musikens rytm. Med den extra benförlängningen ligger även långa personer bekvämt i massagefåtöljen. Självklart även 3D-massage för justering av styrkan  intensiteten i massagen. Nedan specificeras de främsta egenskaperna i denna massagestol:

 	Musiksynkronisering - Koppla din mobil (iOS eller Android) med egen musik till massagefåtöljen. Massagen anpassas efter musikens rytm och intensitet och ger ytterligare en dimension till avslappningen och snabbare återhämtning.
 	Sensorstyrning - Massagefåtöljen känner av dina stela muskler och kan anpassa massagen helt efter dina behov.
 	Åldersanpassning - Massagestolen anpassar ytterligare massagen utifrån dina ålder och egna förutsättningar såsom intensitet, styrka, hastighet och frekvens.
 	Kroppsskanning - Massagestolen skannar in kroppslängd och massagens arbetsområde. Automatiskt eller manuellt
 	3D-massage - Med 3D-massage menas att du enkelt kan justera styrkan, intensiteten i massagen med en knapptryckning till önskad nivå.




Övriga funktioner och egenskaper

 	En fantastisk ben- och fotmassage med lufttrycksmassage. Fotsulorna får en  välgörande behandling från två massagerullar. Inte för stark och inte för försiktigt. Fotmassagen kan stängas av och sättas på separat efter önskemål.
 	Vibrationsmassage i sätet  stimulerar varsamt cirkulationen som påverkar huden positivt och motverkar celluliter. Vibrationen kan kopplas på och av helt separat. Säteskudden ger behaglig komfort och lufftkuddar masserar även utsidan av låren.
 	Värmeslinga för nedre delen av ryggen som också kan användas utan massagen om du vill använda fåtöljen för värma dig eller bara koppla av.
 	STRETCH-funktionen som är integrerad i AUTO-programmen är en riktig höjdpunkt. Behaglig och effektiv behandling, särskilt för ländryggen och sätet med en underbar sträckning och tänjning som återhämtar och avlastar muskulaturen.
 	Zero Gravity-funktionen sänker ner dig automatiskt till den mest avslappnande positionen. Maximal avlastning och snabb återhämtning för ryggraden och diskarna. Är även skönt att bara ligga och koppa av utan massage påslagen.




8 helautomatiska program täcker alla behov av massage

 	HEALTH CARE - Helkroppsmassage från nacke till ländrygg samt på säte, vader och fötter med alla massagetekniker och funktioner. En ordenltig allround-massage som passar alla.
 	RECOVERY - Återhämtningsprogram huvudsakligen TAPPING (rytmisk handkantsmassage), Sträckning och tänjning av rygg samt luftkuddemassage för säte, vader och fötter.
 	RELAX - avslappningsprogram avkopplande knådmassage samt luftkuddemassage för säte, vader och fötter.
 	AIR – Ett riktigt djupavslappningsprogram enbart med massagefåtöljens luftkuddar fötter. Trycker varsamt och vaggar hela kroppen mycket behagligt och avslappnande. Fullständig avkoppling garanteras.
 	ANTI-STRESS - Massageprogram kombinerar de traditionella massageteknikerna KNÅDNING, TAPPING, ROLLMASSGE samt SHIATSU. Med behaglig STRETCH-funktion som sträcker ben och rygg och ger en effektiv avslappning och återhämtning.
 	FEET ROLLER - Rullmassage under fotsulorna. Startar med varje AUTO-program. Kan stängas av och sättas på efter önskemål under massagen.
 	DEMO - Går igenom alla massagefåtöljens funktioner och tekniker efter varandra.
 	SYNC MUSIC - Koppla din musikspelare som iPhone, iPod, Android etc. till massagefåtöljen. En mikrodator styr och anpassar massagen efter musiken du har valt. Hörlurar och kabel medföljer.
 	HRI Sensorstyrningsprogram – Håll i sensorerna på kontrollen så registrerar massagefåtöljen din kropps reaktion, bl.a. pulsfrekvensen. Läs av dina stela muskler på displayen och få en helt anpassad massage




4 automatiska program för olika delar av kroppen såsom:

 	Nacke
 	Bröstrygg
 	Ländrygg
 	Vader och fötter




Massagetekniker

 	Knådning
 	Rullmassage
 	Avslappningsmassage
 	Shiatsumassage
 	Airbagmassage
 	Vibrationsmassage
 	Rullmassage för fotsulor.




Ytterligare funktioner

 	Timerfunktion: Ställ in massagen på önskad tid - 5-30 minuter
 	Pausefunktion: Om du vill avbryta massagen och snabbt sätta igång igen
 	Manuell styrning med punktmassage
 	Elektronisk ställbart ryggstöd
 	Ben-fotmassage kan justeras elektronisk separat från ryggstödet




 Produktblad Alpha Music Sync



&nbsp;",http://massagestolhemma.se/handla/alpha-music-sync-3d/?adTribesID=ecca90fc5eab1d159821c2c62cf7933e|adtribes|4155&utm_source=Prisjakt.se&utm_campaign=Prisjakt.se&utm_medium=cpc&utm_term=4155,http://massagestolhemma.se/wp-content/uploads/2016/08/Alpha-MA80.jpg,44900,Massagefåtöljer
4122,"Sanyo FX1 Sora - begagnade","Fyra exemplar av denna fantastiskt härliga relaxfåtölj till kanonpris.
Mycket behaglig och avslappnande massage med hjälp av kraftiga luftkuddar
Tre svarta och en crèmefärgad finns till förfogande.
Relaxfåtöljerna har varit hyresobjekt och demoex. Mindre skador och repor på sidorna finns. Massagefunktionen fungerar felfritt.
Paketpris för alla fyra: 20 000 kr inkl moms.
1 års garanti.
OBS! Hämtpris. Fåtöljerna finns i Örebro.
Frakt kan ordnas mot extra kostnad. Se Leveransvillkor.
Kontakta oss på 020-27 27 20.
Ladda hem PDF:en på massagefåtöljen här nedan.
 Produktblad Sanyo FX1 Sora

&nbsp;",http://massagestolhemma.se/handla/sanyo-fx1-sora-begagnade/?adTribesID=ecca90fc5eab1d159821c2c62cf7933e|adtribes|4122&utm_source=Prisjakt.se&utm_campaign=Prisjakt.se&utm_medium=cpc&utm_term=4122,http://massagestolhemma.se/wp-content/uploads/2017/08/Sanyp-FX1-svart-beg.jpg,5900,"Massagefåtöljer - Begagnade &amp; Utställningsex."
4038,"Panasonic/Sanyo Sensei Sensor - begagnad","Unik massagestol och återhämtningsfåtölj
Vi har några begagnade exemplar i fint skick på lager.

OBS! Hämtpris. Fåtöljerna finns i Örebro. Frakt kan ordnas mot extra kostnad. Se Leveransvillkor. Kontakta oss på 020-27 27 20.

• Känner av stress och stela muskler
• Zero Gravity för bästa sittkomfort
• Automatiskt återhämtningsprogram
• Unikt stretchprogram för ben och rygg
• Extra benlängdinställning – passar alla kroppslängder

Sensei är det japanska ordet för ”Mästare” och denna massagefåtölj tar dig till en helt ny dimension. Automatiskt sänks du ned i Zero Gravity-position för bästa komfort.

Kroppsform och längd skannas av och sensorer känner av stelhet, spänningar samt stressnivån i kroppen. Efter en personlig diagnos anpassar massagefåtöljen massagen exakt utifrån dina förutsättningar och fysiska status. Sensorer känner av exakt var massagen ska sättas in automatiskt. Mycket effektfull och djupgående massage, exakt anpassad för en snabbare väg till återhämtning.

En välutvecklad fot- och benmassage med extra lång injustering för benen gör att massagefåtöljen kan anpassas efter alla kroppslängder. Det gör Panasonic Sensei till helt universell för alla typer av arbetsplatser där personal är olika långa.

Panasonic/Sanyo Sensei Sensor är så nära en mänsklig hand man kan komma. Massagefåtöljen står i en klass för sig och är vår mest uthyrda massagestol. Massagefåtöljen finns nu på flera hundra arbetsplatser i Sverige.",http://massagestolhemma.se/handla/panasonicsanyo-sensei-sensor-begagnad/?adTribesID=ecca90fc5eab1d159821c2c62cf7933e|adtribes|4038&utm_source=Prisjakt.se&utm_campaign=Prisjakt.se&utm_medium=cpc&utm_term=4038,http://massagestolhemma.se/wp-content/uploads/2017/05/sensei_sensor.jpg,24900,"Massagefåtöljer - Begagnade &amp; Utställningsex."
4022,"Benmassage Canoo V","Benmassage och fotmassage Canoo V
Fot- och benmassagemaskin Casada Canoo V är en härlig ""massör"" för trötta fötter, vader och lår som ger dig massage så ofta du vill. Kombinationen av modern teknik, smart design och Gua Sha-massage får dig snabbt att glömma värkande fötter och din kropp kommer att få ett uppsving av positiv energi.

Luftkuddemassage för vader, knän eller lår
Den övre delen av är rörlig vilket gör att du kan välja om du vill ha massagen på vaderna, knäna eller lårens sidor. Välj mellan tre intensitetsnivåer för att hitta den massage som passar dig bäst.

Rullmassage för fötterna
Casada Canoo V är utrustad med 20 st. massagerullar som förbättrar blodflödet i fötterna och ger ett energiflöde genom hela kroppen. Du kan välja mellan tre intensitetsnivåer för att hitta den massage som passar dig bäst. Rull- och stretchmassage masserar fotsulorna med zonterapi och luftkuddar masserar lår, vader och vrister med akupressur. En värmeslinga ger en behaglig värme under massagen för att ytterligare lyfta den positiva känslan av välbehag. Intensiteten på massagen kan justeras för att hitta den som passar dig bäst. Det finns även tre hastigheter att välja mellan.

&nbsp;



Inbyggd kontrollpanel
Kontrollpanelen sitter lättillgänglig så att du alltid kommer åt att styra din benmassage. Canoo V är mycket lätt att använda. En lysdiod indikerar att enheten är påslagen samt lyser när uppvärmningsfunktionen är aktiverad eller vilket automatiskt program som är valt. Intensiteten på massagen, luftkuddemassagen och hastigheten på fotsulornas massagerullar kan regleras i tre nivåer.

Dina ben och fötter är viktiga och bär upp dig varje dag. Ge dem extra omsorg med en härlig och avkopplande massage i Canoo V. Här är dina ben och fötter alltid ”i bästa händer” och ger dig den återhämtning du förtjänar.

 Casada Canoo V broschyr ty, eng pdf",http://massagestolhemma.se/handla/casada-canoo-v-ben-och-fotmassor/?adTribesID=ecca90fc5eab1d159821c2c62cf7933e|adtribes|4022&utm_source=Prisjakt.se&utm_campaign=Prisjakt.se&utm_medium=cpc&utm_term=4022,http://massagestolhemma.se/wp-content/uploads/2017/05/casada_canoo_v_fot_benmassage_1.jpg,6400,"Övriga massageprodukter"
4014,"Fotmassage FootInn","Casada FootInn fotmassage
Belöna dina fötter med denna härliga fotmassagemaskin
&nbsp;

Fotmassage FootInn masserar fotsulorna med välbalanserad rullmassage komibinerad med luftkuddar som varsamt masserar och fördelar trycket på ovanför och från sidan. Tår och hälar stimuleras samtidigt och en integrerad värmefunktion för extra välbehag för dina fötter.

Fötterna bär upp oss varje dag genom hela livet. Stimulans av fotens reflexzoner stimulerar ämnesomsättningen, blodcirkulationen, matsmältningen och stödjer den självläkande processen i kroppen. Zonterapi har också fördelen att det finns ca 72.000 nervändar av olika nervtrådar i fötterna som påverkar kroppen på ett positivt sätt och förbättrar ditt välmående. Ju mer vi bryr oss om livskraften i våra fötter desto bättre är det för vår kropp. Fötterna ska ses som ett mikrosystem där hela organismen reflekteras och kan behandlas individuellt.

 Produktblad FootInn",http://massagestolhemma.se/handla/casada-footinn-fotmassor/?adTribesID=ecca90fc5eab1d159821c2c62cf7933e|adtribes|4014&utm_source=Prisjakt.se&utm_campaign=Prisjakt.se&utm_medium=cpc&utm_term=4014,http://massagestolhemma.se/wp-content/uploads/2017/05/casada_footinn_fotmassage_7.jpg,1995,"Övriga massageprodukter"
4001,"Quattromed III LE Massagedyna","Massagedyna Quattromed III LE
Unik och exklusiv massagedyna från Casada med massagehuvuden i äkta Jade med inbyggda värmeslingor med infraröd karbonvärme. Jadestenens naturliga krafter förhöjs av värmeslingorna som gör massagen ännu mer behaglig och avslappnande. Den naturliga infraröda strålningen sänder läkande värme djupt in i muskulaturen samtidigt som massagehuvudenas roterande rörelser släpper på spänningarna. Den valfria vibrationsmassagen möjliggör också stimulering av blodcirkulationen och lymfsystemet som förbättras och kroppens rening underlättas.

Quattromed III kan anslutas till 220 volt eller 12 volt (medföljer) och kan därför anslutas i bil, båt, husvagn eller husbil.

Casada Quattromed III Limited Edition",http://massagestolhemma.se/handla/casada-quattromed-3-limited-edition-massagedyna/?adTribesID=ecca90fc5eab1d159821c2c62cf7933e|adtribes|4001&utm_source=Prisjakt.se&utm_campaign=Prisjakt.se&utm_medium=cpc&utm_term=4001,http://massagestolhemma.se/wp-content/uploads/2017/05/casada_quattromed_3_limited_edition_ny.jpg,3995,"Övriga massageprodukter"
3990,"Massagekudde Maxiwell III Limited Edition","Nya Maxiwell III från Casada är en unik och exklusiv massagekudde med ""massagefingrar"" i äkta Jadesten med infraröd karbonvärme. Jadestenens naturliga krafter förhöjs av med integrerade uppvärmningsfunktion som gör massagen ännu mer behaglig och avslappnande. Värmen tränger igenom stenen och blir märkbar efter några minuter. Under uppvärmningsfasen är musklerna redan avslappnade av massagehuvudenas roterande rörelser och upp- och nerrörelser släpper spänningar. Den valfria vibrationsmassagen möjliggör också stimulering av blodcirkulationen och lymfsystemet.

De fyra ergonomiskt placerade massagehuvudena knådar din kropp med lugnande, cirkulära rörelser. Riktning och hastighet kan justeras enligt ditt personliga tycke. Djupgående värme i kombination med en perfekt Shiatsumassage och extra vibrationsmassage tar den till mästarklass. En integrerad varningssensor hjälper till att undvika överhettning. Säkerheten först!

 Produktblad Maxiwell III Limited Edition",http://massagestolhemma.se/handla/casada-maxiwell-3-massagekudde/?adTribesID=ecca90fc5eab1d159821c2c62cf7933e|adtribes|3990&utm_source=Prisjakt.se&utm_campaign=Prisjakt.se&utm_medium=cpc&utm_term=3990,http://massagestolhemma.se/wp-content/uploads/2017/05/massagekudde_casada_maxiwell_iii_limited_edition_7.jpg,2495,"Övriga massageprodukter"
3937,"Panasonic Sensei Professional","Massagefåtöljen för dig med höga krav
Panasonics flaggskepp - en riktig personlig massör med djupgående massage för snabb återhämtning. Varsamt sänks du ner i Zero Gravity-position och massagefåtöljen ger en härlig behandling, avslappning och förnyad energi. En behaglig armmassage bearbetar dina underarmar samtidigt som även axlar och skuldror får behandling. Panasonic Sensei Professional är en universell massagefåtölj med extra benförlängning så att den även passar långa personer upp till 200 cm. Keramisk värme i ”massagefingrarna” mjukar dessutom upp musklerna snabbare.

 	Professionell massagebehandling av hela kroppen
 	Avslappning och återhämtning av muskler och leder
 	Stimulering av akupressurpunkter för förbättring av energiflödet
 	Förbättring av kroppens blodcirkulation
 	Ökat välbefinnande

Program och funktioner

 	Sex automatiska program
 	Manuella styrning i fem zoner
 	Helautomatisk kroppsskanning
 	Hot Stone - keramisk värme i massagehuvuden
 	3D-massage - styrkejustering av intensiteten
 	Massage av underarmarna
 	Zero Gravity-position
 	Ryggstödets lutning upp till 170°
 	Automatisk sänkning av ryggstödet
 	Extra benlängdsinställning för långa personer
 	Möjlighet att dölja benmassagen till en benpall

Massagetekniker

 	Junetsu - massage med små cirkelrörelser
 	Shiatsu - japansk fingertrycksmassage
 	Knådning
 	Tapping - rytmisk handkantsmassage
 	Stretch-/Rullmassage

 Produktblad Panasonic Sensei Professional",http://massagestolhemma.se/handla/panasonic-sensei-professional/?adTribesID=ecca90fc5eab1d159821c2c62cf7933e|adtribes|3937&utm_source=Prisjakt.se&utm_campaign=Prisjakt.se&utm_medium=cpc&utm_term=3937,http://massagestolhemma.se/wp-content/uploads/2017/03/massagestol_panasonic_sensei_professional_1-1.jpg,74900,Massagefåtöljer
3895,"Santé Hoshi Recovery 3D","Ny 3D massagefåtölj med Smartphonestyrning
Flaggskeppet i vår egen produktserie med fantastisk massage för hela kroppen, även armar, axlar, säte ben och ner under fotsulorna. Denna massagestol är även utrustad med 3D-massageteknik som innebär att styrkan kan enkelt justeras med en knapptryckning till önskad nivå.
Automatiska massageprogram
Hoshi Recovery 3D har ett antal olika förinställda massageprogram för en fullständig massageupplevelse. På fjärrkontrollen hittar du flera automatiska massageprogram med olika karaktärer.
Manuella massageprogram
Förutom färdiga automatiska program så har Santé Hoshi 3D även manuella massagefunktioner för överkroppen. Här ges möjligheten att skräddarsy din massage genom att kunna välja område eller en specifik punkt där massagen fokuseras på. Det finns sex stycken olika massagetekniker att välja mellan: Gripmassage nacke/axlar, knådmassage, tapping, shiatsu, knådmassage &amp; tapping samt 3D.
Värmefunktion
Massagefåtöljen är dessutom utrustad med en värmefunktion för ryggen. Värmefunktionen bygger på infraröd värme med kolfiber som källa. Anledningen till detta är att våglängden på den infraröda värmen överensstämmer med våglängden för den mänskliga kroppens. Det gör att energin absorberas av de mänskliga cellerna, aktiverar cellerna och stimulerar metabolism. Uppvärmningsfunktionen rekommenderas särskilt på vintern eller under kallare perioder.
Zero Gravity
Santé Hoshi Recovery 3D är utrustad med Zero Gravity som låter dig njuta av den unika känslan av tyngdlöshet. När du trycker på knappen Zero-G sänks du ner och knäna förhöjs ovanför hjärtat i samma sittläge som astronauter, vilket inte ger någon belastning alls på ryggraden. Trycket på kotor och diskarna minskar, blodcirkulationen aktiveras och spänningar frigörs långsiktigt. Zero Gravity-tekniken har sitt ursprung i NASA:s forskningsstudier hur astronauter vilar i viktlöst tillstånd.Zero Space

I skillnad mot många traditionella massagefåtöljer tar Santé Hoshi 3D väldigt lite utrymme i anspråk då bara 5 cm behövs i avstånd till väggen bakom och 22 cm i avstånd till väggen framför.
Negativa syrejoner
Santé Hoshi Recovery 3D har en unik funktion där den kan avge ett konstant flöde av negativa syrejoner från nackstödet. De negativa syrejonerna har en koncentration av upp till 240.000/cm3 liknande den i en skog eller ett vattenfall och hjälper kroppen med återhämtning.

De negativa syrejoner kan minska partikelföroreningar och optimera luften i rummet. Vilket spelar en viktig roll i att förbättra kroppens immunförsvar.
Massagetekniker

 	Shiatsu
Denna massageteknik eliminerar effektivt muskelspänningar och stelhet, vilket minskar trycket på ryggkotorna.
 	Tapping
Massagerullarna kommer att lätt knacka på ryggen i en upp/ner-riktning som aktiverar blodcirkulationen i hela ryggen.
 	Knådmassage
Denna massagemetod masserar på djupet, stimulerar dina huvudsakliga kroppspunkter och kan eliminera muskelspänningar och stelhet.
 	Knådmassage + Tapping
En kombinationsmassage av Tapping och Knådmassage
 	Gripmassage axlar
3D-massagerullarna greppar och knådar axlarna samt gör musklerna avslappnade.
 	Rullmassage
Masserar hela muskelområdet som sträcker sig längs ryggraden. Sträcker din rygg och gör den avslappnad.

 Produktblad Sante Hoshi Recovery 3D",http://massagestolhemma.se/handla/sante-hoshi-3d/?adTribesID=ecca90fc5eab1d159821c2c62cf7933e|adtribes|3895&utm_source=Prisjakt.se&utm_campaign=Prisjakt.se&utm_medium=cpc&utm_term=3895,http://massagestolhemma.se/wp-content/uploads/2017/02/massagestol_sante_hoshi_3d_2.jpg,44900,Massagefåtöljer
3748,"Inada Ofisu","Massagestol Inada Ofisu
En prisvärd och äkta japansktillverkad massagestol från Family Inada som är världens största tillverkare av massagefåtöljer.
Inada Ofisu har åtta automatiska specialprogram samt manuell styrning. Du får shiatsumassage, rullmassage, stretchmassage, knådmassage, tapping, avslappningsmassage och rytmisk akupressur. Lättmanövrerad med en tydlig kontroll. Reglerbar benmassage för dig med lite längre ben.

Luta dig tillbaka och njut av en avkopplande helkroppsmassage. Inada Ofisu är en högkvalitativ och multifunktionell massagefåtölj som garanterar dig en härlig upplevelse och avkoppling.
Funktioner

 	Luftkuddemassage i sätet.
 	Vibrationsmassage i rygg, säte, vader och armar.
 	Vadmassage med luftkuddemassage.
 	Automatisk kroppsskanning
 	4-rullars massagesystem inspirerad av den mänskliga handen.
 	Anpassningsbar individuell massage genom manuella inställningar.
 	Justerbar massagehastighet och avstånd mellan massagerullarna.
 	Justerbart fotstöd för längre personer.
 	Justerbar intensitet på luftkuddemassagen.
 	Ryggstöd och fotstöd kan justeras individuellt ner till liggande ställning.
 	Insomningstimer
 	Inbyggda transporthjul för enkel förflyttning

Inada - en av världens främsta tillverkare av massagefåtöljer
Inada massagefåtöljer har sedan 1962 vunnit fler utmärkelser än något annat märke av massagefåtöljer, och det finns en anledning varför. Inada är hög kvalitet rakt igenom. Från design, funktion till tillverkning. Det är vad som förväntas av en tillverkare som i USA registerat slogan ""The worlds best massage chair"" som varumärke.

Några av utmärkelserna:
2015 Named to Inc. 5000 List of Fastest-Growing Private Companies
2014 EXC!TE Award from Technology Integrator magazine
2014 Named to Inc. 5000 List of Fastest-Growing Private Companies
2014 Featured in Rolls-Royce Owners’ Club Annual Yearbook
2010 CES (Consumer Electronics Show) Design &amp; Engineering Showcase Award
2009 CES Design &amp; Engineering Showcase Award
2009 American Society of Furniture Designers (ASFD) Pinnacle Award Finalist
2005 CES Design &amp; Engineering Showcase Award
2004 CES Design &amp; Engineering Showcase Award

 Produktblad Inada Ofisu",http://massagestolhemma.se/handla/inada-ofisu/?adTribesID=ecca90fc5eab1d159821c2c62cf7933e|adtribes|3748&utm_source=Prisjakt.se&utm_campaign=Prisjakt.se&utm_medium=cpc&utm_term=3748,http://massagestolhemma.se/wp-content/uploads/2016/11/massagestol_inada_1.jpg,29900,Massagefåtöljer
3452,"Alpha 2000 utställningsexemplar","Massagestol Alpha 2000. Multifunktionell massagestol med en vaddering utformad för att passa bekvämt efter kroppens konturer.
Alpha 2000 har ett brett utbud av massageprogram för att passa alla behov. Med utgångspunkt från ""Stretch"" som knådar bakåt i små cirkulära rörelser, ""Flex"" med varierande snabb Tapping-massage, ""Tone"" som kombinerar cirkulär knådning med Tapping-massage och ""Glide"" en rullmassage som försiktigt masserar upp och ner längs ryggraden.
Funktioner
Reclining - massagestolens lutning kan justeras från 113 till 321 grader för att få en så naturlig lutning som möjligt.

Rygg- och fotstöd - ryggstödet och fotstödet kan justeras var för sig för att möjliggöra den mest ergonomiska ställningen.

Fot- och vadmassage - Beroende på behovet kan fotstödet göras om till fot- eller vadmassage genom att enkelt vrida runt fotstödet.


Automatiska program
Automatiska program innebär förprogrammerade massagesekvenser som fokuserar på vissa delar av kroppen. Ett bra alternativ för mer fokusering på områden där du är mer spänd. De program som ingår är:

Full body - för en övergripande avkopplande helkroppsmassage
Shoulder - för att lätta upp spänningar i axelpartiet
Low back - för en lindrande ländryggsmassage
Manuella program
De manuella programmen ger dig möjligheten att manuellt välja program för att passa ditt behov och önskemål. De manuella program som ingår är ""Kneading”, ”Percussion” och ”Kneading with Percussion”. Vilket ger oändliga möjligheter att mixa och hitta den massage som passar dig bäst.",http://massagestolhemma.se/handla/alpha-2000/?adTribesID=ecca90fc5eab1d159821c2c62cf7933e|adtribes|3452&utm_source=Prisjakt.se&utm_campaign=Prisjakt.se&utm_medium=cpc&utm_term=3452,http://massagestolhemma.se/wp-content/uploads/2016/04/massagestol_alpha2000_1.jpg,7450,"Massagefåtöljer - Begagnade &amp; Utställningsex."
3397,"Benmassage Santé Ashi","Effektiv maskin för fotmassage och benmassage
Dina ben och fötter är viktiga och bär upp dig varje dag. Dags att ge dem extra omsorg med en härlig och avkopplande massage.

Fot- och benmassagemaskin Santé Ashi är en härlig ""massör"" för trötta fötter, vader och lår som ger dig massage så ofta du vill.

Roll- och stretchmassage masserar fotsulorna med zonterapi och behagliga massagerullar och luftkuddar masserar lår, vader och vrister med akupressur. En värmeslinga ger en behaglig värme under massagen för att ytterligare lyfta den positiva känslan av välbehag.

&nbsp;



Vad, knä eller lårmassage
Den övre delen av benmassagemaskinen är rörlig vilket gör att du kan välja om du vill ha massagen på vaderna, knäna eller lårens sidor.



Rullmassage för fötterna
Santé Ashi är utrustad med 20 st massagerullar. Massagerullarna förbättrar blodflödet i fötterna och ger ett energiflöde genom hela kroppen. Du kan välja mellan tre intensitetsnivåer för att hitta den massage som passar dig bäst.

Rullmassage för vaderna
Du kan välja mellan tre intensitetsnivåer för att hitta den massage som passar dig bäst.

Tre massagehastigheter
Intensiteten på massagen kan justeras för att hitta den som passar dig bäst. Det finns även tre massagehastigheter att välja mellan.

Inbyggd kontrollpanel
Kontrollpanelen sitter lättillgänglig så att du alltid kommer åt att styra benmassagemaskinen.

Få ny energi varje dag med Santé Ashi som din personliga massör. Här är dina ben och fötter alltid ”i bästa händer” och ger dig den återhämtning du förtjänar.


&nbsp;

&nbsp;",http://massagestolhemma.se/handla/casada-cano-iv/?adTribesID=ecca90fc5eab1d159821c2c62cf7933e|adtribes|3397&utm_source=Prisjakt.se&utm_campaign=Prisjakt.se&utm_medium=cpc&utm_term=3397,http://massagestolhemma.se/wp-content/uploads/2016/04/sante_ashi_benmassage_2.jpg,4900,"Övriga massageprodukter"
2852,"Alpha Wellfit","Snygg massagestol för vardagsrummet
Alpha Wellfit är en snygg relax- &amp; massagefåtölj med många möjligheter för din bekvämlighet och avkoppling. Den stilrena designen med härlig komfort gör den till en perfekt sittmöbel som kan integreras i varje hem och vardagsrum. Därtill med en fantastisk massage som behandlar hela ryggen, sätet och benen.

Med en tydlig kontroll väljer du enkelt massageteknik eller låter fåtöljen sköta det genom något av de automatiska programmen. Du får alltid den behandling du behöver för nacke, rygg, ländrygg och ben. Njut av en välgörande massage och koppla av hemma i din nya relaxfåtölj!
PROGRAM OCH FUNKTIONER
• Tre automatiska massageprogam
• Manuell styrning
• Automatisk kroppskanning
• Snurrbart stativ
• Hastighetsreglering och breddjustering
MASSAGETEKNIKER
• Knådning
• Tapping
• Kombination - Knådning/Tapping
• Rull-/stretchmassage
• Shiatsu
• Vibrationsmassage i säte och benstöd

Alpha Wellfit erbjuder alla viktiga massagetekniker man kan förvänta sig av en massagefåtölj. I sätet såväl som i benpallen finns vibrationsmassage för att stimulera blodcirkulationen i underkropp och ben.

Du kan enkelt justera in massagen punktvis på kroppen där du behöver. Ryggstödet och benstödet kan var för sig justeras in steglöst i önskat läge. Kontrollen har tydliga knappar för att enkelt kunna välja funktioner och program.

Massagefåtöljen står på ett rörligt stativ och kan snurras hela 180 grader för en exibel placering.



 Massagestol Alpha Wellfit produktblad",http://massagestolhemma.se/handla/massagestol-alpha-techno-wellfit/?adTribesID=ecca90fc5eab1d159821c2c62cf7933e|adtribes|2852&utm_source=Prisjakt.se&utm_campaign=Prisjakt.se&utm_medium=cpc&utm_term=2852,http://massagestolhemma.se/wp-content/uploads/2016/02/Alpha-Wellfit-1A.jpg,18900,Massagefåtöljer
